"id","Default","en","ru"
"inventory.newadjust","Adjust stock quantity","Adjust stock quantity","Корректировать количество"
"inventory.orders","Medicine orders","Medicine orders","Заказы  препаратов"
"inventory.orders.autorize","Authorize order","Authorize order","Подтвердить заказ"
"inventory.orders.cancel","Cancel order","Cancel order","Отменить  заказ"
"inventory.orders.new","New medicine order","New medicine order","Новый  заказ препаратов"
"inventory.orders.receive","Notify receiving","Notify receiving","Уведомить о получении"
"inventory.orders.shipment","Notify shipment","Notify shipment","Уведомить об отправке"
"inventory.receiving","Receivings from manufacturer","Receivings from manufacturer","Получение от производителя"
"inventory.start","Start medicine management","Start medicine management","Начать управление препаратами"
"inventory.transfer","Medicine transfer","Medicine transfer","Передача препаратов"
"inventory.transfer.cancel","Cancel transfer","Cancel transfer","Отменить передачу"
"inventory.transfer.new","New Medicine Transfer","New Medicine Transfer","Новая отправка"
"inventory.transfer.receive","Notify transfer receiving","Notify transfer receiving","Уведомить о получении"
